name,address,lng,lat
私立東方工商,[106]臺北市大安區信義路四段186巷8號,121.5514468,25.0322561
私立喬治工商,[106]臺北市大安區基隆路2段172號,121.5547842,25.0266787
私立開平餐飲,[106]臺北市大安區復興南路2段148巷24號,121.5423719,25.0285433
市立和平高中,[106]臺北市大安區芳和里臥龍街100號,121.5491543,25.0196224
市立大安高工,[106]臺北市大安區龍圖里復興南路2段52號,121.5430065,25.0319528
私立中興中學,[104]臺北市中山區力行里朱崙街42號,121.5419125,25.0499124
私立大同高中,[104]臺北市中山區聚英里中山北路3段40號,121.5222432,25.0668881
私立稻江護家,[104]臺北市中山區新生北路三段55號,121.528884,25.065483
市立中山女中,[104]臺北市中山區力行里長安東路2段141號,121.5372124,25.0485124
市立大同高中,[104]臺北市中山區中央里長春路167號,121.5349823,25.0549546
市立大直高中,[104]臺北市中山區劍潭里北安路420號,121.5431925,25.0794092
私立強恕中學,[100]臺北市中正區板溪里汀州路二段143號,121.5199408,25.0250164
私立開南商工,[100]臺北市中正區東門里濟南路1段6號,121.5218211,25.0424202
市立建國中學,[100]臺北市中正區龍光里南海路56號,121.5121518,25.0311997
市立成功中學,[100]臺北市中正區幸福里濟南路1段71號,121.5236872,25.0423335
市立北一女中,[100]臺北市中正區黎明里重慶南路1段165號,121.5131031,25.0385611
私立靜修女中,[103]臺北市大同區雙連里寧夏路59號,121.5154866,25.057931
私立稻江高商,[103]臺北市大同區國昌里民權西路225巷24號,121.5119253,25.0643302
市立明倫高中,[103]臺北市大同區保安里承德路3段336號,121.5199008,25.0754337
市立成淵高中,[103]臺北市大同區承德路二段235號,121.5189709,25.0613534
私立立人高中,[108]臺北市萬華區桂林路171號,121.4963991,25.0388105
市立華江高中,[108]臺北市萬華區日善里西藏路213號,121.4962369,25.0285569
市立大理高中,[108]臺北市萬華區綠堤里長順街2號,121.4912285,25.030857
國立政大附中,[116]臺北市文山區政大一街353號,121.5858297,24.9872162
私立東山高中,[116]臺北市文山區老泉里老泉街26巷3號,121.5616981,24.9726891
私立滬江高中,[116]臺北市文山區景美里羅斯福路6段336號,121.5388849,24.9894876
私立大誠高中,[116]臺北市文山區萬興里秀明路2段175號,121.578524,24.9910526
私立再興中學,[116]臺北市文山區明義里興隆路4段2號,121.5591612,24.9904136
私立景文高中,[116]臺北市文山區木新里保儀路127號,121.5673841,24.9854798
市立景美女中,[116]臺北市文山區樟新里木新路3段312號,121.5561852,24.9807312
市立萬芳高中,[116]臺北市文山區興隆路3段115巷1號,121.5589135,25.0006248
市立木柵高工,[116]臺北市文山區萬芳里木柵路4段77號,121.5719112,24.9959139
市立南港高中,[115]臺北市南港區西新里向陽路21號,121.5950322,25.0525541
市立育成高中,[115]臺北市南港區重陽路366號,121.6093328,25.0585978
市立南港高工,[115]臺北市南港區南港里興中路29號,121.6074617,25.0562302
私立文德女中,[114]臺北市內湖區紫陽里成功路3段70號,121.5897144,25.077577
私立方濟中學,[114]臺北市內湖區紫星里成功路三段61號,121.5905296,25.0773094
私立達人女中,[114]臺北市內湖區湖濱里內湖路2段314號,121.5876434,25.0812531
市立內湖高中,[114]臺北市內湖區紫陽里文德路218號,121.58662,25.0784076
市立麗山高中,[114]臺北市內湖區環山路二段100號,121.577832,25.0840979
市立南湖高中,[114]臺北市內湖區康寧路三段220號,121.6105269,25.0664602
市立內湖高工,[114]臺北市內湖區港墘里內湖路1段520號,121.5753203,25.0794174
私立泰北高中,[111]臺北市士林區福林里福林路240號,121.5339431,25.0973651
私立衛理女中,[111]臺北市士林區翠山里至善路2段321號,121.55231,25.101757
私立華興中學,[111]臺北市士林區芝山里仰德大道1段101號,121.5385442,25.104863
私立華岡藝校,[111]臺北市士林區建業路73巷8號,121.5490945,25.1371454
市立陽明高中,[111]臺北市士林區後港里中正路510號,121.5171309,25.0918395
市立百齡高中,[111]臺北市士林區義信里承德路4段177號,121.5229913,25.0870504
市立士林高商,[111]臺北市士林區後港里士商路150號,121.5166109,25.0945958
私立薇閣高中,[112]臺北市北投區中心里珠海路50號,121.5039696,25.1395278
私立十信高中,[112]臺北市北投區北投路二段55號,121.4968898,25.1333929
臺北市私立奎山實驗高級中學,[112]臺北市北投區榮華里明德路200號,121.5228029,25.1128893
私立惇敘工商,[112]臺北市北投區泉源路221號,121.5269802,25.1448466
市立復興高中,[112]臺北市北投區復興四路70號,121.5017997,25.1435907
市立中正高中,[112]臺北市北投區文林北路77號,121.516608,25.1044123
國立龍潭高中,[325]桃園市龍潭區神龍路155號,121.2127566,24.8613209
國立桃園高中,[330]桃園市桃園區成功路三段38號,121.3262611,24.9992097
國立中央大學附屬中壢高中,[320]桃園市中壢區三光路115號,121.211168,24.962072
國立武陵高中,[330]桃園市桃園區中山路889號,121.2866239,24.9879792
國立楊梅高中,[326]桃園市楊梅區高獅路5號,121.1660957,24.9260392
國立陽明高中,[330]桃園市桃園區德壽街8號,121.3032246,24.9803367
國立內壢高中,[320]桃園市中壢區成章四街120號,121.2565991,24.9760757
國立北科大附屬桃園農工,[330]桃園市桃園區成功路二段144號,121.3207012,24.9951509
國立中壢高商,[320]桃園市中壢區中央西路二段141巷100號,121.2145186,24.9621138
國立中壢家商,[320]桃園市中壢區德育路36號,121.2199939,24.9524455
私立漢英高中,[325]桃園市龍潭區中正路佳安段446號,121.2449276,24.8482504
桃園市育達高中,[324]桃園市平鎮區育達路160號,121.2095729,24.9519065
私立六和高中,[324]桃園市平鎮區陸光路180號,121.1859489,24.9452282
桃園市復旦高中,[324]桃園市平鎮區復旦路二段122號,121.2030944,24.9483801
桃園市治平高中,[326]桃園市楊梅區埔心中興路137號,121.1859815,24.9154999
桃園市振聲高中,[330]桃園市桃園區復興路439號,121.3022615,24.9905152
私立光啟高中,[333]桃園市龜山區自由街40號,121.4032116,25.0198817
桃園市啟英高中,[320]桃園市中壢區中園路447號,121.2356907,24.975055
桃園市清華高中,[327]桃園市新屋區中華路658號,121.1077087,24.9813045
桃園市新興高中,[334]桃園市八德區永豐路563號,121.2716959,24.9750875
私立至善高中,[335]桃園市大溪區康莊路645號,121.2841788,24.8673102
桃園市大興高中,[337]桃園市大園區永興路142號,121.192613,25.061988
私立大華高中,[326]桃園市楊梅區三民路二段200號,121.1744393,24.882732
私立成功工商,[333]桃園市龜山區新興里明德路162巷100號,121.341171,24.988842
私立方曙商工,[325]桃園市龍潭區上林里中原路一段50號,121.2014014,24.8571039
私立永平工商,[326]桃園市楊梅區(埔心)永平路480號,121.1748032,24.9193344
市立南崁高中,[338]桃園市蘆竹區五福里仁愛路2段1號,121.2970629,25.0524424
市立大溪高中,[335]桃園市大溪區康莊路641號,121.2850331,24.8691624
市立壽山高中,[333]桃園市龜山區大同路23號,121.3409719,24.9945498
市立平鎮高中,[324]桃園市平鎮區環南路三段100號,121.2189384,24.9399158
市立觀音高中,[328]桃園市觀音區新坡里中山路2段519號,121.1333015,25.0144668
市立新屋高級中等學校,[327]桃園市新屋區中興路111號,121.1017255,24.9705441
市立永豐高中,[334]桃園市八德區永豐路609號,121.27013,24.9749709
市立大園國際高中,[337]桃園市大園區大成路二段8號,121.2205684,25.021212
國立興大附中,[412]臺中市大里區東榮路369號,120.6827138,24.1093932
國立中科實驗高級中學,[428]臺中市大雅區平和路227號,120.6260536,24.2303237
財團法人常春藤高中,[427]臺中市潭子區潭興路一段165巷320號,120.7180982,24.1971374
私立明台高中,[413]臺中市霧峰區萊園路91號,120.70313,24.0621257
私立致用高中,[437]臺中市大甲區甲東路512號,120.6302807,24.3404841
私立大明高中,[412]臺中市大里區新仁路三段210號,120.6859755,24.1164906
私立嘉陽高中,[436]臺中市清水區中航路三段1號,120.5793428,24.2640138
私立明道高中,[414]臺中市烏日區中山路一段497號,120.6360984,24.1068679
私立僑泰高中,[412]臺中市大里區樹王路342號,120.6669624,24.1117897
私立華盛頓高中,[411]臺中市太平區?仔坑路26號(原弘仁),120.744952,24.158382
私立青年高中,[412]臺中市大里區中湖路100號,120.6934591,24.0869578
私立弘文高中,[427]臺中市潭子區弘文街100號,120.7053818,24.2259648
私立立人高中,[412]臺中市大里區中興路二段380號,120.6908449,24.1056964
私立玉山高中,[423]臺中市東勢區東崎路四段399號,120.8509897,24.2558301
私立慈明高中,[411]臺中市太平區光德路388號,120.7272563,24.1052061
市立大甲高中,[437]臺中市大甲區中山路一段720號,120.6217173,24.3420421
市立清水高中,[436]臺中市清水區中山路90號,120.5740976,24.2652495
市立豐原高中,[420]臺中市豐原區,120.7464897,24.2448186
市立豐原高商,[420]臺中市豐原區圓環南路50號,120.7129009,24.2457767
市立大甲高工,[437]臺中市大甲區頂店里開元路71號,120.6400823,24.3466762
市立東勢高工,[423]臺中市東勢區東關路6段1328號,120.8343503,24.2423422
市立沙鹿高工,[433]臺中市沙鹿區,120.5854674,24.2377939
市立霧峰農工,[413]臺中市霧峰區中正路1222號,120.7000092,24.0736652
市立后綜高中,[421]臺中市后里區廣福里三豐路三段968號,120.7231399,24.3064604
市立大里高中,[412]臺中市大里區國中路365號,120.6789632,24.0951235
市立新社高中,[426]臺中市新社區復盛里中和街三段國中巷10號,120.8068402,24.2386298
市立長億高中,[411]臺中市太平區長億里長億六街1號,120.7210106,24.1138805
市立中港高中,[435]臺中市梧棲區文昌路400號,120.5419946,24.2442409
市立龍津高中,[434]臺中市龍井區三港路130號,120.5224229,24.2043433
國立興大附農,[401]臺中市東區台中路283號,120.6851737,24.1287304
私立東大附中,[407]臺中市西屯區臺灣大道四段1727號,120.602728,24.1824159
私立葳格高中,[406]臺中市北屯區軍福十八路328號,120.7116059,24.178752
私立新民高中,[404]臺中市北區健行路111號,120.685824,24.1588749
私立宜寧高中,[402]臺中市西屯區東大路一段555號,120.6065205,24.194148
私立明德高中,[402]臺中市南區明德街84號,120.6839805,24.1204043
私立衛道高中,[406]臺中市北屯區四平路161號,120.6750442,24.1830032
私立曉明女中,[404]臺中市北區中清路一段606號,120.6731117,24.1680163
私立嶺東高中,[408]臺中市南屯區春社里嶺東路2號,120.6102807,24.1380959
私立磊川華德福實驗教育學校,[406]臺中市北屯區松竹五路233號及366號,120.7132211,24.1802447
財團法人光華高工,[411]臺中市太平區東平路18號,120.718706,24.133943
市立臺中女中,[403]臺中市西區自由路一段95號,120.6777654,24.1360434
市立臺中一中,[404]臺中市北區育才街2號,120.6865055,24.1488896
市立忠明高中,[403]臺中市西區博館路166號,120.6637722,24.1578847
市立西苑高中,[407]臺中市西屯區西苑路268號,120.6415518,24.1864785
市立東山高中,[406]臺中市北屯區景賢六路200號,120.7121388,24.1662931
市立惠文高中,[408]臺中市南屯區公益路二段298號,120.6399782,24.1515401
市立臺中家商,[401]臺中市東區和平街50號,120.6845855,24.1335235
市立臺中高工,[402]臺中市南區高工路191號,120.6613413,24.1134199
市立臺中二中,[404]臺中市北區英士路109號,120.6752796,24.1527516
市立文華高中,[407]臺中市西屯區寧夏路240號,120.6597375,24.1701508
國立新豐高中,[711]臺南市歸仁區中正北路一段148號,120.2955613,22.9718056
國立臺南大學附中,[710]臺南市永康區中山南路948號,120.253351,23.0225241
國立北門高中,[722]臺南市佳里區六安里269號,120.1773265,23.1670755
國立新營高中,[730]臺南市新營區民權路101號,120.3120353,23.3083164
國立後壁高中,[731]臺南市後壁區嘉苳里下茄苳132號,120.3587437,23.3558294
國立善化高中,[741]臺南市善化區大成路195號,120.3007384,23.1299083
國立新化高中,[712]臺南市新化區忠孝路2號,120.3104645,23.0389327
國立南科國際實驗高中,[744]臺南市新市區三舍里大順6路12巷6號,120.290401,23.1069073
國立新化高工,[712]臺南市新化區東榮里信義路54號,120.3180115,23.0382249
國立白河商工,[732]臺南市白河區永安里新興路528號,120.4163289,23.3530392
國立北門農工,[722]臺南市佳里區六安里117號,120.1807163,23.1684513
國立曾文家商,[721]臺南市麻豆區和平路9號,120.2458479,23.179107
國立新營高工,[730]臺南市新營區中正路68號,120.3168308,23.3132755
國立玉井工商,[714]臺南市玉井區中正路18號,120.4596328,23.1226064
國立臺南高工,[710]臺南市永康區中山南路193號,120.2335483,23.0145585
國立曾文農工,[721]臺南市麻豆區南勢里南勢1號,120.2634012,23.1872285
私立南光高中,[730]臺南市新營區中興路62號,120.315116,23.2981992
私立鳳和高中,[736]臺南市柳營區中山東路二段1330號,120.3252823,23.2791758
私立港明高中,[723]臺南市西港區慶安路229號,120.194689,23.1189407
臺南市興國高中,[730]臺南市新營區大同路86號,120.3224051,23.3127103
私立明達高中,[737]臺南市鹽水區橋南里忠孝路73號,120.2746819,23.3105731
私立黎明高中,[721]臺南市麻豆區磚井里141號,120.247003,23.172491
私立新榮高中,[736]臺南市柳營區光福里132之12號,120.3159779,23.2701437
私立陽明工商,[720]臺南市官田區官田里423號,120.3272904,23.1927458
私立育德工家,[730]臺南市新營區健康路211號,120.3118299,23.3161758
市立大灣高中,[710]臺南市永康區文賢街68巷1號,120.2726717,23.0058398
市立永仁高中,[710]臺南市永康區忠孝路74號,120.2401281,23.0031032
國立臺南二中,[704]臺南市北區北門路二段125號,120.2124139,23.0054918
國立臺南一中,[701]臺南市東區民族路一段1號,120.2159912,22.9941884
國立臺南女中,[700]臺南市中西區大埔街97號,120.2065307,22.9872458
國立家齊高中,[700]臺南市中西區健康路一段342號,120.200817,22.981624
國立臺南高商,[702]臺南市南區健康路一段327號,120.2022981,22.9812339
國立臺南海事,[708]臺南市安平區世平路1號,120.1517736,22.9935902
私立長榮高中,[701]臺南市東區林森路二段79號,120.2229308,22.9881969
私立長榮女中,[701]臺南市東區長榮路二段135號,120.2209796,22.9911009
財團法人聖功女中,[704]臺南市北區北園街87巷64號,120.2212427,23.0148563
臺南市光華高中,[701]臺南市東區勝利路41號,120.2173332,22.9885884
私立六信高中,[702]臺南市南區新都路20號,120.2027078,22.9742352
私立瀛海高中,[709]臺南市安南區長溪街一段76號,120.2113955,23.0350548
私立崑山高中,[704]臺南市北區開元路444號,120.2263303,23.0110042
私立德光高中,[701]臺南市東區德光街106號,120.2214007,22.9798586
財團法人慈濟高中,[708]臺南市安平區建平五街111號,120.1794706,22.987448
私立南英商工,[700]臺南市中西區永福路一段149號,120.1999792,22.986194
私立亞洲餐旅,[702]臺南市南區大成路一段5號,120.2029425,22.9749246
私立慈幼工商,[701]臺南市東區裕農路801號,120.2395567,22.9892238
市立南寧高中,[702]臺南市南區萬年路167號,120.186556,22.9354049
市立土城高中,[709]臺南市安南區安中路五段265號,120.1505745,23.0574603
國立鳳山高中,[830]高雄市鳳山區光復路二段130號,120.3456976,22.6295343
國立岡山高中,[820]高雄市岡山區公園路52號,120.2904462,22.7975075
國立旗美高中,[842]高雄市旗山區東平里樹人路21號,120.4944552,22.8839816
國立鳳新高中,[830]高雄市鳳山區新富路257號,120.3430648,22.6130569
國立旗山農工,[842]高雄市旗山區旗甲路一段195號,120.4827878,22.9009535
國立岡山農工,[820]高雄市岡山區壽天里岡山路533號,120.290168,22.802797
國立鳳山商工,[830]高雄市鳳山區文衡路51號,120.35803,22.6341849
財團法人新光高中,[831]高雄市大寮區鳳屏一路217號,120.3903522,22.634924
財團法人普門中學,[840]高雄市大樹區大坑路140-11號,120.4387841,22.7149104
私立正義高中,[830]高雄市鳳山區南江街183號,120.3397998,22.6025542
私立義大國際高中,[840]高雄市大樹區學城路1段6號,120.405539,22.728301
私立中山工商,[831]高雄市大寮區會社里正氣路79號,120.3934014,22.600649
私立旗美商工,[843]高雄市美濃區中興路二段275號,120.519513,22.8849064
私立高英工商,[831]高雄市大寮區鳳林三路19巷44號,120.4007435,22.5942674
私立華德工家,[852]高雄市茄萣區濱海路四段66號,120.181201,22.907584
私立高苑工商,[825]高雄市橋頭區東林里芋寮路1號,120.2870382,22.7612004
市立文山高中,[833]高雄市鳥松區大埤路31號,120.353643,22.648443
市立林園高中,[832]高雄市林園區林園北路481號,120.395044,22.5135243
市立仁武高中,[814]高雄市仁武區仁林路20號,120.3561999,22.7026244
市立路竹高中,[821]高雄市路竹區中華路292號,120.2524155,22.8546738
市立六龜高中,[844]高雄市六龜區義寶里光復路212號,120.6354672,22.9932715
市立福誠高中,[830]高雄市鳳山區五甲三路176號,120.3249109,22.5909849
私立明誠高中,[804]高雄市鼓山區中華一路97號,120.2920263,22.6660089
私立大榮高中,[804]高雄市鼓山區大榮街1號,120.2802074,22.6535794
私立中華藝校,[804]高雄市鼓山區美術館路89號,120.2891186,22.6544352
市立鼓山高中,[804]高雄市鼓山區明德路2號,120.2748247,22.6514769
市立左營高中,[813]高雄市左營區海功路55號,120.2961585,22.6934163
市立新莊高中,[813]高雄市左營區文慈路99號,120.3175405,22.6813865
市立海青工商,[813]高雄市左營區左營大路1號,120.2847581,22.6752054
市立三民家商,[813]高雄市左營區裕誠路1102號,120.3012351,22.6660181
國立中山大學附屬國光高中,[811]高雄市楠梓區後昌路512號,120.3050516,22.7081843
市立中山高中,[811]高雄市楠梓區藍昌路416號,120.2928835,22.728544
市立楠梓高中,[811]高雄市楠梓區清豐路19號,120.3311546,22.7440444
私立立志高中,[807]高雄市三民區立志街42號,120.3263643,22.6522805
私立樹德家商,[807]高雄市三民區建興路116號,120.3280358,22.6429937
市立高雄中學,[807]高雄市三民區建國三路50號,120.2979697,22.6383909
市立三民高中,[807]高雄市三民區金鼎路81號,120.3273825,22.6628687
市立高雄高工,[807]高雄市三民區建工路419號,120.3266247,22.6506578
市立新興高中,[800]高雄市新興區五福二路218號,120.3038864,22.6246965
市立高雄高商,[800]高雄市新興區五福二路3號,120.3090231,22.6255735
市立高雄女中,[801]高雄市前金區五福三路122號,120.292973,22.620901
國立高師大附中,[802]高雄市苓雅區凱旋二路89號,120.322762,22.6264668
私立復華高中,[802]高雄市苓雅區民權一路42號,120.313314,22.6214159
天主教道明中學,[802]高雄市苓雅區建國一路354號,120.3227129,22.6334167
私立國際商工,[802]高雄市苓雅區三多二路84號,120.326302,22.6212347
私立三信家商,[802]高雄市苓雅區三多一路186號,120.3287805,22.622051
市立中正高中,[802]高雄市苓雅區中正一路8號,120.3387726,22.6265229
市立前鎮高中,[806]高雄市前鎮區鎮中路132號,120.3197522,22.586783
市立瑞祥高中,[806]高雄市前鎮區班超路63號,120.325369,22.601546
市立中正高工,[806]高雄市前鎮區光華二路80號,120.3175404,22.6106389
國立高餐大附屬餐旅中學,[812]高雄市小港區松和路40號,120.3716335,22.5661867
私立高鳳工家,[812]高雄市小港區高松里松崗路119號,120.3759389,22.5757318
市立小港高中,[812]高雄市小港區學府路117號,120.357518,22.5652407
國立蘭陽女中,[260]宜蘭縣宜蘭市女中路二段355號,121.7534369,24.7454748
國立宜蘭高中,[260]宜蘭縣宜蘭市復興路三段8號,121.7416745,24.7515653
國立羅東高中,[265]宜蘭縣羅東鎮公正路324號,121.761905,24.6807286
國立宜蘭高商,[260]宜蘭縣宜蘭市延平路50號,121.7654273,24.755334
國立羅東高商,[265]宜蘭縣羅東鎮中山路4段360號,121.7576645,24.6730384
國立蘇澳海事,[270]宜蘭縣蘇澳鎮蘇港路213號,121.8446197,24.5943508
國立羅東高工,[269]宜蘭縣冬山鄉廣興路117號,121.7511662,24.6704486
國立頭城家商,[261]宜蘭縣頭城鎮新興路111號,121.816746,24.8508625
私立慧燈高中,[264]宜蘭縣員山鄉枕山村枕山路117-60號,121.7155399,24.7771871
私立中道高中,[263]宜蘭縣壯圍鄉功勞村中央路三段312巷7號,121.793226,24.7596524
縣立南澳高中,[272]宜蘭縣南澳鄉蘇花路二段301號,121.8003318,24.4655704
縣立慈心華德福實中,[269]宜蘭縣冬山鄉照安路257號,121.7947056,24.6263853
國立竹東高中,[310]新竹縣竹東鎮大林路2號,121.0890633,24.7321541
國立關西高中,[306]新竹縣關西鎮東安里中山東路2號,121.1857111,24.7884693
國立竹北高中,[302]新竹縣竹北市中央路3號,121.0041381,24.836906
私立義民高中,[302]新竹縣竹北市中正西路15號,121.0040633,24.8391368
私立忠信高中,[304]新竹縣新豐鄉忠信街178號,121.001876,24.8810776
私立東泰高中,[310]新竹縣竹東鎮東峰路343號,121.0983096,24.7115732
私立仰德高中,[304]新竹縣新豐鄉員山村133號,121.0050292,24.8814418
私立內思高工,[305]新竹縣新埔鎮楊新路一段40號,121.0822085,24.8286073
縣立六家高級中學,[302]新竹縣竹北市嘉興路356號,121.0318316,24.8210383
縣立湖口高中,[303]新竹縣湖口鄉中正路二段263巷21號,121.0523813,24.8908556
國立苗栗高中,[360]苗栗縣苗栗市至公路183號,120.8166344,24.5594264
國立竹南高中,[350]苗栗縣竹南鎮中正路98號,120.874663,24.684093
國立卓蘭高中,[369]苗栗縣卓蘭鎮老庄里161號,120.831961,24.312708
國立苑裡高中,[358]苗栗縣苑裡鎮育才街100號,120.6560924,24.4479426
國立大湖農工,[364]苗栗縣大湖鄉大寮村竹高屋68號,120.8611733,24.4199708
國立苗栗農工,[360]苗栗縣苗栗市經國路二段491號,120.8340825,24.5564695
國立苗栗高商,[360]苗栗縣苗栗市電台街7號,120.815294,24.5570546
私立君毅高中,[350]苗栗縣竹南鎮公義路245號,120.883074,24.7010604
私立大成高中,[351]苗栗縣頭份市新華里下新店65號,120.9383687,24.6830164
私立建臺高中,[360]苗栗縣苗栗市福麗里至公路251號,120.8149379,24.5602456
私立全人實驗高中,[369]苗栗縣卓蘭鎮內灣里內灣141-3號,120.862686,24.306087
私立中興商工,[350]苗栗縣竹南鎮大營路211號,120.8725959,24.6879898
私立育民工家,[360]苗栗縣苗栗市水源里育民街37號,120.8159902,24.5400032
私立賢德工商,[357]苗栗縣通霄鎮五北里74之1號,120.6753088,24.4754734
私立龍德家商,[358]苗栗縣苑裡鎮房裡里南房75之1號,120.6439174,24.4286716
縣立三義高中,[367]苗栗縣三義鄉廣盛村11鄰122號,120.7655255,24.4105108
縣立苑裡高中,[358]苗栗縣苑裡鎮客庄里1鄰初中路2號,120.6645363,24.4384133
縣立興華高中,[351]苗栗縣頭份市中正一路401號,120.9358663,24.685724
縣立大同高中,[350]苗栗縣竹南鎮大埔里六鄰公義路890號,120.8953332,24.7078926
國立彰化女中,[500]彰化縣彰化市光復路62號,120.5434971,24.0809476
國立員林高中,[510]彰化縣員林市靜修路79號,120.5636421,23.9623163
國立彰化高中,[500]彰化縣彰化市介壽里中興路78號,120.5520467,24.0709457
