popup,lat,lng
臺北市信義區松廉路76號(信義投遞中心),25.0338059,121.5672239
臺北市士林區至誠路2段70號,25.1017472,121.5283279
臺北市北投區光明路181號,25.1357587,121.5029471
臺北市北投區石牌路2段93-2號,25.1173631,121.5163968
臺北市北投區知行路293巷9弄11號,25.121555,121.4668855
臺北市北投區中央南路1段201號,25.1285071,121.5013167
臺北市北投區石牌路2段201號,25.1192105,121.5203822
臺北市北投區文林北路96號,25.1056629,121.517672
臺北市北投區中和街408號,25.1437118,121.4981032
臺北市北投區實踐街48巷11號,25.1145713,121.5093483
臺北市北投區致遠一路1段121號,25.1100915,121.514895
臺北市北投區文化三路8號,25.1373865,121.4974688
臺北市北投區明德路210號,25.113253,121.5221483
臺北市北投區尊賢街247-4號,25.1175046,121.5068224
臺北市北投區公館路271號,25.125136,121.50766
臺北市北投區中央北路2段329號,25.1383282,121.4892558
臺北市北投區中央北路4段529號,25.1278777,121.4679751
臺北市北投區立農街2段155號,25.1196326,121.5133357
臺北市內湖區民權東路6段83號,25.0693178,121.5880759
臺北市內湖區內湖路2段225號,25.0818017,121.5888831
臺北市內湖區新明路380巷4弄4號,25.0551068,121.5800544
臺北市內湖區文德路26號,25.0782557,121.5797027
臺北市內湖區內湖路3段131號,25.086778,121.589985
臺北市內湖區內湖路1段331號,25.0823131,121.5682973
臺北市內湖區康樂街16號,25.0681908,121.6178712
臺北市內湖區大湖街166巷2號,25.084317,121.6005599
臺北市內湖區瑞光路316巷1號,25.0765239,121.574047
臺北市內湖區內湖路1段91巷2-1號,25.0847519,121.5614324
臺北市內湖區舊宗路1段189號,25.0622756,121.5779816
臺北市內湖區康寧路3段22號之1,25.0723614,121.6075176
臺北市內湖區成功路2段325號2樓,25.0718315,121.5899564
臺北市南港區忠孝東路6段400、402、404、406號,25.049868,121.592612
臺北市南港區研究院路2段108號,25.0428717,121.6165245
臺北市南港區南港路3段184號,25.0532733,121.5870406
臺北市南港區研究院路1段44號,25.053552,121.616129
臺北市南港區同德路85巷2號,25.0462253,121.585664
臺北市南港區南港路2段78號,25.0538742,121.6034144
臺北市南港區福德街314、316號,25.0394256,121.58771
臺北市南港區忠孝東路5段994號,25.0448713,121.582693
臺北市文山區木柵路3段27號,24.98851,121.565528
臺北市文山區指南路2段115號,24.9875757,121.5762679
臺北市文山區木柵路1段119號,24.9873466,121.5485265
臺北市文山區木新路3段329號,24.9804345,121.556331
新北市石碇區碇坪路1段78-80號,24.9862436,121.6663383
新北市深坑區北深路3段30號,25.0012477,121.6091976
臺北市文山區木柵路1段17巷1號,24.9884933,121.5425268
臺北市中正區杭州南路１段24號1樓(交通部大樓國際會議廳),25.0376107,121.5246665
臺北市文山區木新路3段25號,24.9825009,121.5647256
臺北市文山區指南路2段64號(國立政治大學藝文中心內),24.982066,121.572512
新北市石碇區豐田里華梵路1號,24.9796898,121.6919943
新北市深坑區北深路3段264號之1,25.0045344,121.5991767
新北市平溪區平溪街42號,25.0258552,121.738746
臺北市文山區萬美街1段51號,25.0021799,121.5684884
金門縣金城鎮民生路４號,24.4329153,118.3203907
金門縣金沙鎮國中路21號,24.4891781,118.4143714
金門縣金寧鄉頂堡52號,24.4478159,118.338827
金門縣烈嶼鄉林湖村西宅7之5號,24.4295078,118.2475773
金門縣金湖鎮尚義機場2號,24.4312255,118.3639495
連江縣南竿鄉福沃村141號,26.15743,119.942305
連江縣南竿鄉馬祖村51-2號,26.15942,119.919324
臺北市南港區園區街3-2號H棟1樓,25.0584861,121.6118825
臺北市中山區樂群二路147號,25.0800846,121.5572827
金門縣金湖鎮林森路39號,24.4424719,118.4151569
連江縣莒光鄉西莒青帆村17號,25.9691879,119.9360209
連江縣北竿鄉塘岐村256號,26.224575,119.9972491
連江縣莒光鄉東莒大坪村55號,25.959544,119.973308
連江縣東引鄉樂華村69號,24.9944743,119.451303
金門縣烏坵鄉大坵村,26.3668998,120.4876771
基隆市仁愛區愛三路130號1F,25.1341957,121.7455897
基隆市中正區中正路56號,25.1301157,121.7438949
基隆市仁愛區港西街10號,25.1336808,121.7408074
基隆市七堵區明德一路171號,25.1305537,121.7363772
基隆市中正區中正路393巷18號,25.0970707,121.7127665
基隆市中山區新民路19號,25.1548806,121.7654093
基隆市中正區和一路129號,25.1510733,121.7664162
基隆市中正區北寧路2號,25.1508704,121.7724527
基隆市暖暖區過港路58號,25.1051754,121.7377734
基隆市仁愛區孝三路62號,25.130428,121.739696
基隆市中山區中華路3號,25.14522,121.738599
基隆市中正區八斗街14號,25.1399978,121.7962893
基隆市信義區信二路178號,25.1295447,121.7534923
基隆市信義區東信路123號,25.1282127,121.7638399
基隆市七堵區工東街64號,25.088355,121.703405
基隆市中正區中正路330號,25.1427811,121.7610311
基隆市仁愛區仁二路19號,25.1274428,121.750405
基隆市仁愛區光二路1號,25.1272943,121.7371781
基隆市安樂區樂利三街261號,25.126688,121.71585
基隆市仁愛區南榮路20號,25.1257172,121.7426484
基隆市暖暖區源遠路341號,25.0995529,121.7581825
基隆市安樂區安樂路2段132號,25.121575,121.723965
基隆市中山區復興路38號,25.1418582,121.7268869
基隆市七堵區百五街93號,25.084236,121.6980178
基隆市中正區中船路112巷28號,25.1384549,121.7524454
基隆市安樂區基金一路131-24號,25.1402316,121.7118286
新北市貢寮區貢寮街50號,25.0196089,121.9087472
新北市貢寮區仁和路230號,25.0536745,121.9240451
新北市萬里區瑪鋉路48號,25.1776274,121.6894601
基隆市暖暖區暖暖街190號,25.0992628,121.7355512
新北市金山區中山路97號,25.2191772,121.6399445
新北市雙溪區太平路81號,25.0358738,121.8650197
新北市瑞芳區中正路13號,25.1069679,121.80828
新北市瑞芳區基山街126號,25.1085342,121.8440764
新北市瑞芳區大埔路132-1號,25.1006538,121.7618075
新北市瑞芳區金光路51-1號,25.108306,121.857731
基隆市中正區新豐街482號2樓,25.1355277,121.7852193
新北市汐止區大同路2段393號,25.0673705,121.6578193
新北市汐止區大同路3段188-1號,25.07391,121.674551
新北市汐止區大同路1段322號,25.05852,121.637645
新北市汐止區康寧街426號,25.0680392,121.630716
新北市汐止區龍安路42號,25.063807,121.65434
新北市汐止區樟樹一路224號,25.0664749,121.642472
新北市汐止區永春一路5號,25.1125158,121.6032159
新北市汐止區新昌路72號,25.068871,121.6636089
新北市汐止區建成路58號,25.0729324,121.6635513
臺中市中區民權路86號,24.139116,120.678871
臺中市南區台中路100號,24.1332801,120.6833992
臺中市西區臺灣大道1段701號,24.147574,120.6736006
臺中市烏日區光日路123號,24.1054532,120.6246683
臺中市西屯區臺灣大道4段1727號(東海大學內),24.1790281,120.6016427
臺中市霧峰區民生路93號,24.0701891,120.7550109
臺中市霧峰區中正路806號,24.0617765,120.6984659
臺中市大雅區忠義里仁愛路100號,24.2346022,120.6209481
臺中市太平區長億一街53、55號,24.119952,120.719691
臺中市大里區至善路30號,24.0934145,120.7032128
臺中市太平區中山路1段325、327號,24.1450882,120.7342441
臺中市太平區光興路517、519號,24.1052183,120.7289779
臺中市北區三民路3段140號,24.1511597,120.6847728
臺中市西區自由路1段91號(臺中地方法院內),24.1345758,120.6758701
臺中市南區國光路297號,24.122648,120.6795442
臺中市中區公園路4號,24.1420907,120.6849086
臺中市南屯區南屯路2段405號,24.1470904,120.6380319
臺中市南區復興路2段169號,24.1274949,120.665667
臺中市大里區中興路2段212號,24.1030489,120.6887817
臺中市大雅區中清東路177號,24.2234574,120.6477801
臺中市東區力行路52巷5號,24.1511098,120.6957793
臺中市東區一心街403號,24.1406836,120.7022252
臺中市西屯區河南路2段268號,24.175272,120.649134
臺中市北區雙十路2段119號,24.1778249,120.669725
臺中市北屯區四平路1號,24.1571551,120.6904285
臺中市大里區中興路2段520號,24.135791,120.6105485
臺中市南屯區建功路50號,24.1766902,120.6376427
臺中市西屯區黎明路3段130號,24.11236,120.6900994
臺中市北區五權路311、313號,24.0888398,120.6951732
臺中市大里區中興路1段298-3號,24.1521069,120.6785953
臺中市東區建成路676、678號,24.1299792,120.7196956
臺中市太平區中興東路25號,24.1414296,120.6531416
臺中市北屯區進化北路37-1號,24.1317253,120.6897059
臺中市南屯區東興路2段186號,24.1144553,120.654697
臺中市北區漢口路3段189號,24.1947757,120.6798253
臺中市南區復興路1段236號,24.1700369,120.6996193
臺中市北屯區豐樂路2段162號,24.1627614,120.6911505
臺中市西區公益路193號,24.167123,120.671302
臺中市北屯區東山路1段38-1號,24.1497593,120.7125588
臺中市東區進化路184、186號,24.116098,120.66892
臺中市太平區中山路4段27號,24.153462,120.633725
臺中市西屯區青海路1段83號,24.1362221,120.6711825
臺中市南區南和路42、44號,24.150631,120.660753
臺中市西屯區工業區六路10號,24.1468305,120.694579
臺中市南屯區博愛街80巷49號,24.1646942,120.6542401
臺中市北屯區中清路2段830號,24.1699279,120.6064543
臺中市西區大全街42、44、46號,24.1867266,120.6636168
臺中市西屯區臺灣大道4段1650號(台中榮總內),24.183957,120.604835
臺中市北區民權路365號,24.1569959,120.670337
"臺中市北屯區環中東路2段253號,255號",24.1770622,120.7211607
臺中市北區健行路190號,24.1593013,120.686133
臺中市大里區永隆一街82號,24.1053018,120.6787406
臺中市烏日區仁德村信義街100號,24.1054579,120.6404832
臺中市太平區永豐路338號,24.113904,120.703535
臺中市西屯區永安里西屯路3段166-80號,24.1906027,120.6123475
臺中市北屯區文心路4段752號,24.1853478,120.699383
臺中市西區民生路200號,24.0613447,120.6433602
臺中市南屯區向上路2段199號,24.146749,120.640866
臺中市大雅區西寶里昌平路4段82號,24.2174294,120.6680949
臺中市大雅區中科路6號,24.2097656,120.6185631
臺南市北區成功路6、8號,22.9975773,120.2102911
臺南市南區西門路1段681號,22.9867928,120.1973668
臺南市中西區健康路1段260號,22.9814832,120.2044849
臺南市中西區興華街37號,22.992647,120.2111789
臺南市安平區安北路149-1號,23.0027661,120.1613067
臺南市中西區中正路42號,22.9922186,120.2022914
臺南市仁德區中正路1段32號,22.918979,120.2271812
臺南市東區大學路１號（光復校區內）,22.994772,120.2191974
臺南市永康區小東路481、483號,22.998719,120.235215
臺南市歸仁區中山路1段637號,22.9664967,120.294692
臺南市永康區中山路78號,23.0280775,120.2569788
臺南市永康區中正南路160號,23.0225156,120.2170925
臺南市東區崇德路678號,22.9674483,120.2274188
臺南市中西區民族路3段282號,23.0004239,120.1924714
臺南市中西區友愛街318號,22.9928213,120.1937269
臺南市中西區南門路93號,22.9887659,120.2047144
臺南市仁德區土庫路2號,22.9911765,120.2604002
臺南市北區公園路176-1號,22.9996031,120.208236
臺南市東區府連路433、435號,22.9862199,120.2169965
臺南市北區開元路162號,23.0070264,120.219776
臺南市南區大同路2段410號,22.9745095,120.2141777
臺南市永康區中山南路363號,23.0209081,120.245645
臺南市中西區西門路2段366號,22.9982616,120.2005654
臺南市南區灣裡路82號,22.9585821,120.2232073
臺南市仁德區二空路65號,22.9314165,120.1807157
臺南市北區長榮路5段266號,23.0129871,120.218083
臺南市東區東門路2段216號,22.9848581,120.2238241
臺南市仁德區中正路2段1118號,22.9697214,120.2521879
臺南市東區東寧路323號,22.9903038,120.2274933
臺南市北區西門路4段482號,23.016506,120.2111729
臺南市永康區民族路244號,23.0062363,120.2688858
臺南市安南區安和路5段119號,23.0416887,120.2398998
臺南市永康區中正北路79號,23.0655255,120.2182301
臺南市南區金華路1段292號,22.9683991,120.1904135
臺南市安南區安和路1段430號,23.034813,120.21319
臺南市南區安平工業區新義路1號,22.9698301,120.183141
臺南市安南區安中路3段106號,23.047924,120.18132
臺南市南區健康路2段182號,22.9817029,120.1926987
臺南市安南區國安街8號,23.0228323,120.1914251
臺南市安南區安中路6段712號,23.0649598,120.1284035
臺南市東區東和路45、47、49號,22.9985941,120.2294389
臺南市永康區中華路473號1F,23.0112401,120.231836
臺南市永康區永大路2段3號,23.000881,120.259207
臺南市仁德區中正路2段417、419號,22.9539803,120.2520264
臺南市永康區永康工業區環工路6號,23.0491136,120.2744253
臺南市安南區怡安路2段462號,23.0443281,120.197413
臺南市北區文成路765號,23.012154,120.195135
臺南市東區自由路三段386號,22.9826446,120.2372976
臺南市歸仁區中山路一段637號,22.9664967,120.294692
臺南市關廟區中央路222號,22.9652706,120.3604365
臺南市龍崎區崎頂里新市仔186號,22.9607763,120.3291965
臺南市關廟區文衡路20號,22.985069,120.1718371
臺南市安平區永華三街6號,22.960784,120.3261558
臺南市安平區健康路3段308號,22.9907541,120.1814755
臺南市安平區育平路333號,22.9929187,120.1674152
高雄市新興區中正三路177、179號,22.6310684,120.303811
高雄市左營區華夏路390號,22.673113,120.298869
高雄市苓雅區成功一路134號,22.614825,120.297629
高雄市旗津區中洲三路817號,22.6125109,120.2693897
高雄市鹽埕區五福四路133號,22.623052,120.284273
高雄市楠梓區楠梓新路247號,22.728428,120.325831
高雄市左營區實踐路43號,22.690181,120.293515
高雄市三民區建國三路2-2號,22.638437,120.301407
高雄市鼓山區臨海二路17號,22.6217959,120.2738492
高雄市前金區六合二路147號,22.6308312,120.2953933
高雄市鼓山區九如四路1020、1022號,22.6555736,120.2792697
高雄市仁武區水管路100-1號,22.7059261,120.3350318
高雄市左營區左營大路75號,22.6821638,120.2881571
高雄市左營區翠峰路2號,22.6709566,120.2901775
高雄市前金區自強二路104之1號,22.62632,120.295173
高雄市三民區熱河一街84、86號,22.6435459,120.3111508
高雄市前鎮區前鎮街92號,22.588939,120.3062771
高雄市苓雅區四維三路2號(市政大樓1樓),22.6204309,120.3120159
高雄市鼓山區鼓山二路166-12、13號,22.6372722,120.2807645
高雄市前鎮區三多三路139號,22.615815,120.310574
高雄市鹽埕區七賢二路470號,22.6295034,120.2843137
高雄市三民區中華三路270號,22.635638,120.293717
高雄市楠梓區新昌街53、55號,22.7098639,120.2987375
高雄市前鎮區中四路1號(前鎮加工區內),22.6012407,120.2912589
高雄市新興區復興二路171號,22.6250183,120.3083021
高雄市三民區建工路679、681號,22.647844,120.317341
高雄市小港區小港一街1號,22.5642042,120.3368631
高雄市苓雅區和平一路116號(高雄師範大學內),22.6259594,120.3208026
高雄市三民區九如二路661、663號,22.641674,120.293831
高雄市苓雅區三多一路237號,22.6222465,120.3303987
高雄市大社區自強街9號,22.7311705,120.3471163
高雄市楠梓區楠梓加工區中三街6號(楠梓加工出口區內),22.7238138,120.3022021
高雄市前鎮區復興三路94號,22.6098006,120.309985
高雄市小港區中山四路2號(小港國際機場內),22.570818,120.3426209
高雄市前鎮區草衙一路78、80號,22.583617,120.322546
高雄市前鎮區瑞隆路482號,22.6054131,120.32879
高雄市苓雅區中正一路322、324號,22.629859,120.326762
高雄市新興區七賢一路104、106號,22.633817,120.3142512
高雄市苓雅區三多二路249號,22.6191196,120.3208255
高雄市楠梓區右昌街347號,22.7146451,120.2888518
高雄市前鎮區后安路147號,22.5735166,120.3227139
高雄市小港區鳳林路82號,22.5264512,120.3465394
高雄市鼓山區九如四路2008、2010號,22.668007,120.286247
高雄市小港區中鋼路1號〈中鋼公司福利社內〉,22.5530391,120.348614
高雄市三民區九如一路952號,22.6404159,120.3165282
高雄市三民區博愛一路28號,22.6420913,120.3030622
高雄市三民區大順二路207號,22.64344,120.326252
高雄市小港區中鋼路3號(台船公司內),22.552346,120.3456189
高雄市仁武區仁武里中正路115號,22.7016929,120.3485659
高雄市三民區大昌二路517號,22.6512162,120.3303152
高雄市三民區博愛一路372號1樓,22.6509423,120.3039686
高雄市左營區富民路356號,22.6649353,120.3052464
高雄市三民區民族一路519號,22.6651723,120.3162269
高雄市楠梓區軍校路669號,22.7052357,120.2889025
高雄市前鎮區英德街149號,22.6139482,120.3214691
高雄市鼓山區蓮海路70號(西子灣國立中山大學內),22.6264249,120.265843
高雄市苓雅區武廟路83號,22.6305926,120.329786
高雄市三民區民壯路16、18、20、22號,22.6389069,120.340729
高雄市小港區中山四路7、9、11號,22.569247,120.347754
高雄市三民區大昌一路258號,22.6570256,120.3219962
高雄市苓雅區光華一路148-30號,22.622842,120.316225
高雄市鼓山區九如四路636、638號,22.6489754,120.2792122
高雄市楠梓區後昌路128號,22.718122,120.310145
高雄市三民區大豐二路203號,22.6459314,120.3300567
高雄市鼓山區中華一路316之3號,22.664832,120.291959
高雄市新興區新田路133號,22.6222064,120.3038159
高雄市楠梓區壽民路222號,22.7163451,120.296655
高雄市三民區十全一路100號(高雄醫學大學內),22.6473733,120.3097772
高雄市鼓山區明誠三路586號(高等法院高雄分院內),22.66137,120.299085
高雄市左營區大中一路386號(榮總高雄分院內),22.6784146,120.322725
高雄市小港區高鳳路33-3、4號,22.5744465,120.3713728
高雄市前金區市中一路171號(高雄地院內),22.6262827,120.2903603
高雄市旗津區旗津二路243號,22.5762952,120.2957071
高雄市小港區宏平路322號,22.569996,120.360411
高雄市三民區鼎強街264、266號,22.668172,120.3218973
高雄市三民區力行路89、91號,22.6384757,120.288448
高雄市鼓山區文信路327號,22.6644057,120.2984846
高雄市楠梓區建楠路3號,22.727281,120.329878
高雄市前鎮區瑞北路39號,22.6091204,120.3351013
高雄市小港區中智街1號,22.5290082,120.3659428
高雄市大樹區學城路1段1號,22.7271723,120.4058219
高雄市小港區桂華街130號,22.5832788,120.3580803
高雄市左營區博愛三路520、522、524、526號,22.679343,120.308766
高雄市左營區自由四路332號,22.6850231,120.316869
高雄市仁武區仁和里仁忠路79、81號,22.6773026,120.3560369
高雄市楠梓區興楠路180號,22.731406,120.335807
高雄市左營區民族一路853號,22.6768824,120.3184615
高雄市楠梓區德祥路129、131號,22.7269353,120.3100854
高雄市前鎮區中華五路963號,22.601496,120.3063301
高雄市仁武區八德南路396號,22.6723196,120.3429928
高雄市橋頭區經武路911號,22.7384544,120.3049089
嘉義市東區文化路134號,23.4779289,120.4500827
嘉義市東區中山路107號,23.4819687,120.4577705
嘉義縣水上鄉三鎮村三鎮路1號,23.414636,120.386356
嘉義縣水上鄉中庄村中庄61-61號,23.4210376,120.4371045
嘉義市西區中正路647號,23.4785518,120.4433233
嘉義市西區民權路467號,23.4817142,120.4455989
嘉義縣太保市後潭里439之2號,23.4527545,120.3408703
嘉義市東區民權路208-1號,23.4832756,120.4546396
嘉義市西區北興街245號,23.4855201,120.4382061
嘉義縣水上鄉中興路356號,23.43086,120.401314
嘉義市西區中興路672號,23.4724161,120.4287501
嘉義縣水上鄉三和村新厝仔2之4號,23.4542147,120.4089887
嘉義市西區北港路55、57號,23.4755071,120.436236
嘉義市東區中正路141號,23.4795417,120.4559444
嘉義縣番路鄉下坑村菜公店55號,23.46391,120.55457
嘉義市東區保健街30-5號,23.5010872,120.4551204
嘉義市東區興業東路12號,23.4690054,120.4536707
嘉義市西區成功街112號,23.4722115,120.4432073
嘉義市東區彌陀路268號,23.4739851,120.462824
嘉義市西區民生南路540號,23.4590011,120.4433944
嘉義市西區文化路456號,23.4887732,120.4467091
嘉義縣中埔鄉中埔村167號,23.4248055,120.5229184
嘉義市東區學府路300號,23.465364,120.4836329
嘉義縣中埔鄉和興村中華路889號,23.4505494,120.4596754
嘉義縣太保市北新里中山路1段470、472號,23.4985241,120.3794075
嘉義縣大埔鄉大埔村262號之1,23.2990713,120.5931501
嘉義縣竹崎鄉中山路68號,23.523413,120.5510252
嘉義縣竹崎鄉內埔村元興路127號,23.4880593,120.5585294
嘉義縣阿里山鄉中正村2鄰東阿里山53號,23.511426,120.804615
嘉義市東區林森東路488號,23.491945,120.470592
嘉義市西區南京路409號,23.4647486,120.4359513
嘉義縣太保市嘉太工業區中興路1號,23.508577,120.362772
嘉義縣民雄鄉東榮村民族路17號,23.5549804,120.4310003
嘉義縣民雄鄉頭橋工業區工業一路2號,23.519888,120.436068
嘉義縣民雄鄉三興村大學路1段168號,23.561461,120.473388
嘉義縣民雄鄉中山路7號,23.580711,120.5589724
嘉義縣梅山鄉中山路109號,23.523487,120.447439
嘉義縣新港鄉宮前村中正路8號,23.5550923,120.346246
嘉義縣六腳鄉蒜頭村126之1號,23.492655,120.2921563
嘉義縣朴子市嘉朴路西段8號1樓,23.4619493,120.2829458
嘉義縣義竹鄉仁里村422-2號,23.3373361,120.2433567
嘉義縣布袋鎮九龍里入船路2號,23.3779435,120.1579575
嘉義縣布袋鎮中安里頂厝11號,23.4204682,120.1826359
嘉義縣布袋鎮東港里埔仔厝86號之1,23.3738799,120.184792
嘉義縣布袋鎮復興里新塭24-17號,23.3243946,120.1620174
嘉義縣鹿草鄉西井村長壽路222號,23.411802,120.307685
嘉義縣朴子市光復路46號,23.4661543,120.2463155
嘉義縣朴子市永和里4-2號,23.4637049,120.2388137
嘉義縣東石鄉東石村34號,23.4558323,120.1505147
嘉義縣朴子市祥和二路西段6號,23.4580524,120.2897035
嘉義縣大林鎮平和街28-1號,23.602665,120.456802
嘉義縣竹崎鄉灣橋村五間厝3-1號,23.4927576,120.5020858
嘉義市西區保安一路241號,23.4929224,120.4349673
嘉義縣溪口鄉中正路131號,23.6038173,120.3956326
嘉義縣大林鎮中山路232號,23.6060429,120.4561684
新竹市東區武昌街81號,24.8025838,120.9673583
新竹市東區東門街51號,24.8040611,120.9728337
新竹市東區光復路2段99號,24.7959939,120.9976161
新竹市東區經國路1段452-1號,24.8149891,120.979354
新竹市北區光華北街87號,24.8168074,120.9711859
新竹市香山區內湖路68號,24.743843,120.90568
新竹市北區英明街10號,24.8067849,120.9674461
新竹市東區光復路1段313號,24.7825596,121.018828
新竹市北區東大路2段449號,24.8204181,120.960605
新竹市東區學府路128號,24.7958778,120.9844259
新竹市北區北大路471號,24.8017471,120.960466
新竹市香山區牛埔南路42號,24.7945759,120.9419146
